Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
172510891,E31,17105685,Alarms,2017-09-08,2017-09-08,09/08/2017 08:22:05 AM,09/08/2017 08:25:02 AM,09/08/2017 08:25:11 AM,09/08/2017 08:26:57 AM,09/08/2017 08:29:53 AM,null,null,Fire,09/08/2017 08:48:34 AM,500 Block of ARGUELLO BL,San Francisco,94118,B07,31,7113,3,3,3,false,Alarm,1,ENGINE,2,7,1,Inner Richmond,POINT (-122.458864248982 37.780292234154),172510891-E31
172514332,B08,17106008,Alarms,2017-09-08,2017-09-08,09/08/2017 11:42:53 PM,09/08/2017 11:44:57 PM,09/08/2017 11:45:13 PM,09/08/2017 11:47:29 PM,null,null,null,Fire,09/08/2017 11:54:31 PM,200 Block of BUCKINGHAM WAY,San Francisco,94132,B08,19,8853,3,3,3,false,Alarm,1,CHIEF,3,8,7,Lakeshore,POINT (-122.478865104179 37.72584108899),172514332-B08
172514345,87,17106011,Medical Incident,2017-09-08,2017-09-08,09/08/2017 11:47:32 PM,09/08/2017 11:49:29 PM,09/08/2017 11:50:12 PM,09/08/2017 11:50:17 PM,09/09/2017 12:01:48 AM,null,null,No Merit,09/09/2017 12:06:36 AM,700 Block of MCALLISTER ST,San Francisco,94102,B02,05,3316,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Western Addition,POINT (-122.425174050161 37.779411546889),172514345-87
172520010,E09,17106018,Outside Fire,2017-09-09,2017-09-08,09/09/2017 12:00:11 AM,09/09/2017 12:02:58 AM,09/09/2017 12:03:19 AM,09/09/2017 12:05:28 AM,09/09/2017 12:07:33 AM,null,null,Fire,09/09/2017 12:16:17 AM,1400 Block of POTRERO AVE,San Francisco,94110,B10,09,2624,3,3,3,true,Fire,1,ENGINE,1,10,10,Mission,POINT (-122.405740397561 37.750481610763),172520010-E09
172510046,59,17105600,Medical Incident,2017-09-08,2017-09-07,09/08/2017 12:15:19 AM,09/08/2017 12:19:02 AM,09/08/2017 12:20:36 AM,09/08/2017 12:20:41 AM,09/08/2017 12:37:56 AM,09/08/2017 12:59:30 AM,09/08/2017 01:08:33 AM,Code 2 Transport,09/08/2017 01:47:47 AM,500 Block of MISSION BAY NORTH BL,San Francisco,94158,B03,04,2231,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Mission Bay,POINT (-122.390368212596 37.771114344264),172510046-59
192910223,87,19125193,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:30:38 AM,10/18/2019 02:36:18 AM,10/18/2019 02:37:11 AM,10/18/2019 02:37:20 AM,10/18/2019 02:45:48 AM,10/18/2019 02:59:26 AM,10/18/2019 03:06:06 AM,Code 2 Transport,10/18/2019 03:35:13 AM,500 Block of MARKET ST,San Francisco,94104,B01,13,1236,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Financial District/South Beach,POINT (-122.40083751488923 37.78982753800164),192910223-87
192910223,E01,19125193,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:30:38 AM,10/18/2019 02:36:18 AM,10/18/2019 02:37:11 AM,10/18/2019 02:38:13 AM,10/18/2019 02:42:51 AM,null,null,Code 2 Transport,10/18/2019 02:47:06 AM,500 Block of MARKET ST,San Francisco,94104,B01,13,1236,2,2,2,true,Non Life-threatening,1,ENGINE,1,1,3,Financial District/South Beach,POINT (-122.40083751488923 37.78982753800164),192910223-E01
192910237,E16,19125194,Alarms,2019-10-18,2019-10-17,10/18/2019 02:49:14 AM,10/18/2019 02:49:49 AM,10/18/2019 02:50:00 AM,10/18/2019 02:51:33 AM,10/18/2019 02:53:25 AM,null,null,Fire,10/18/2019 03:23:28 AM,3300 Block of FILLMORE ST,San Francisco,94123,B04,16,3554,3,3,3,true,Alarm,1,ENGINE,1,4,2,Marina,POINT (-122.43621406319942 37.800323040412216),192910237-E16
192910237,T16,19125194,Alarms,2019-10-18,2019-10-17,10/18/2019 02:49:14 AM,10/18/2019 02:49:49 AM,10/18/2019 02:50:00 AM,10/18/2019 02:51:41 AM,10/18/2019 02:53:30 AM,null,null,Fire,10/18/2019 03:23:47 AM,3300 Block of FILLMORE ST,San Francisco,94123,B04,16,3554,3,3,3,false,Alarm,1,TRUCK,2,4,2,Marina,POINT (-122.43621406319942 37.800323040412216),192910237-T16
192910242,94,19125195,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:52:35 AM,10/18/2019 02:53:57 AM,10/18/2019 02:54:31 AM,10/18/2019 02:54:34 AM,10/18/2019 02:58:25 AM,null,null,Unable to Locate,10/18/2019 03:05:00 AM,1000 Block of MARKET ST,San Francisco,94103,B02,01,2248,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.41131805537074 37.78128768709087),192910242-94
192910242,E01,19125195,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:52:35 AM,10/18/2019 02:53:57 AM,10/18/2019 02:54:31 AM,10/18/2019 02:55:40 AM,10/18/2019 02:58:39 AM,null,null,Unable to Locate,10/18/2019 03:02:38 AM,1000 Block of MARKET ST,San Francisco,94103,B02,01,2248,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,POINT (-122.41131805537074 37.78128768709087),192910242-E01
192910243,T09,19125196,Citizen Assist / Service Call,2019-10-18,2019-10-17,10/18/2019 02:53:21 AM,10/18/2019 02:54:55 AM,10/18/2019 02:55:02 AM,10/18/2019 02:57:15 AM,10/18/2019 03:00:56 AM,null,null,Fire,10/18/2019 03:09:41 AM,0 Block of CHARTER OAK AV,San Francisco,94124,B10,42,6381,3,3,3,false,Alarm,1,TRUCK,1,10,10,Bayview Hunters Point,POINT (-122.4049254830767 37.737647777489904),192910243-T09
192910245,AM124,19125197,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:53:26 AM,10/18/2019 02:56:03 AM,10/18/2019 02:57:48 AM,10/18/2019 02:58:12 AM,10/18/2019 03:03:56 AM,null,null,Unable to Locate,10/18/2019 03:04:56 AM,LARKIN ST/OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,6,Tenderloin,POINT (-122.41790141135981 37.78516721469871),192910245-AM124
192910245,E03,19125197,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:53:26 AM,10/18/2019 02:56:03 AM,10/18/2019 02:57:48 AM,10/18/2019 02:59:32 AM,10/18/2019 03:03:15 AM,null,null,Unable to Locate,10/18/2019 03:04:58 AM,LARKIN ST/OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,6,Tenderloin,POINT (-122.41790141135981 37.78516721469871),192910245-E03
192910247,E01,19125198,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:59:43 AM,10/18/2019 03:00:46 AM,10/18/2019 03:07:11 AM,10/18/2019 03:07:16 AM,10/18/2019 03:09:27 AM,null,null,Code 2 Transport,10/18/2019 03:16:44 AM,200 Block of 8TH ST,San Francisco,94103,B02,01,2322,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,POINT (-122.41128875661012 37.77604634712713),192910247-E01
192910247,KM07,19125198,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:59:43 AM,10/18/2019 03:00:46 AM,10/18/2019 03:01:38 AM,10/18/2019 03:04:27 AM,10/18/2019 03:28:47 AM,10/18/2019 03:28:52 AM,10/18/2019 03:49:40 AM,Code 2 Transport,10/18/2019 04:27:58 AM,200 Block of 8TH ST,San Francisco,94103,B02,01,2322,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,POINT (-122.41128875661012 37.77604634712713),192910247-KM07
192910247,RS1,19125198,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:59:43 AM,10/18/2019 03:00:46 AM,10/18/2019 03:01:38 AM,10/18/2019 03:04:41 AM,null,null,null,Code 2 Transport,10/18/2019 03:07:33 AM,200 Block of 8TH ST,San Francisco,94103,B02,01,2322,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,2,6,South of Market,POINT (-122.41128875661012 37.77604634712713),192910247-RS1
192910248,KM03,19125199,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:00:47 AM,10/18/2019 03:00:47 AM,10/18/2019 03:03:58 AM,10/18/2019 03:13:33 AM,10/18/2019 03:21:42 AM,10/18/2019 03:37:56 AM,10/18/2019 03:55:14 AM,Code 2 Transport,10/18/2019 04:15:18 AM,1900 Block of OCEAN AV,San Francisco,94127,B09,15,8456,A,2,2,false,Non Life-threatening,1,PRIVATE,1,9,7,West of Twin Peaks,POINT (-122.46305740465863 37.72546932762683),192910248-KM03
160891437,52,16035305,Medical Incident,2016-03-29,2016-03-29,03/29/2016 11:14:26 AM,03/29/2016 11:16:52 AM,03/29/2016 11:17:10 AM,03/29/2016 11:17:19 AM,03/29/2016 11:19:55 AM,03/29/2016 11:38:44 AM,03/29/2016 11:58:27 AM,Code 2 Transport,03/29/2016 12:09:18 PM,900 Block of POTRERO AVE,San Francisco,94110,B10,07,2553,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Potrero Hill,POINT (-122.406619802694 37.757307610018),160891437-52
172601145,T19,17109463,Alarms,2017-09-17,2017-09-17,09/17/2017 10:11:51 AM,09/17/2017 10:13:48 AM,09/17/2017 10:14:34 AM,09/17/2017 10:15:31 AM,null,null,null,Fire,09/17/2017 10:33:37 AM,3200 Block of 20TH AV,San Francisco,94132,B08,19,8861,3,3,3,false,Alarm,1,TRUCK,3,8,7,Lakeshore,POINT (-122.4756468291 37.728544475421),172601145-T19
172521665,B07,17106208,Alarms,2017-09-09,2017-09-09,09/09/2017 01:04:23 PM,09/09/2017 01:05:49 PM,09/09/2017 01:05:59 PM,09/09/2017 01:07:20 PM,09/09/2017 01:10:42 PM,null,null,Fire,09/09/2017 01:18:03 PM,1800 Block of WEDEMEYER ST,Presidio,94129,B99,31,4623,3,3,3,false,Alarm,1,CHIEF,2,7,2,Presidio,POINT (-122.475124124799 37.788127899431),172521665-B07
172520003,AM14,17106016,Medical Incident,2017-09-09,2017-09-08,09/09/2017 12:01:14 AM,09/09/2017 12:01:14 AM,09/09/2017 12:01:33 AM,09/09/2017 12:01:52 AM,09/09/2017 12:05:53 AM,09/09/2017 12:20:19 AM,09/09/2017 12:34:03 AM,Code 2 Transport,09/09/2017 01:09:21 AM,POST ST/LARKIN ST,San Francisco,94109,B04,03,1641,A,2,2,false,Non Life-threatening,1,PRIVATE,1,4,6,Tenderloin,POINT (-122.418270982434 37.787037946227),172520003-AM14
172601114,B04,17109461,Structure Fire,2017-09-17,2017-09-17,09/17/2017 10:04:54 AM,09/17/2017 10:04:54 AM,09/17/2017 10:05:07 AM,09/17/2017 10:06:29 AM,null,null,null,Fire,09/17/2017 10:09:23 AM,HYDE ST/PINE ST,San Francisco,94109,B04,41,1562,3,3,3,false,Alarm,1,CHIEF,2,4,3,Nob Hill,POINT (-122.417204800959 37.790045140424),172601114-B04
172562280,B06,17107943,Alarms,2017-09-13,2017-09-13,09/13/2017 02:07:49 PM,09/13/2017 02:08:59 PM,09/13/2017 02:09:04 PM,09/13/2017 02:09:26 PM,null,null,null,Fire,09/13/2017 02:14:15 PM,2800 Block of 21ST ST,San Francisco,94110,B06,07,0545,3,3,3,false,Alarm,1,CHIEF,3,6,9,Mission,POINT (-122.41188099742 37.757402443983),172562280-B06
172520038,87,17106019,Medical Incident,2017-09-09,2017-09-08,09/09/2017 12:09:00 AM,09/09/2017 12:10:46 AM,09/09/2017 12:11:21 AM,09/09/2017 12:11:27 AM,09/09/2017 12:23:54 AM,09/09/2017 12:41:40 AM,09/09/2017 12:46:18 AM,Code 2 Transport,09/09/2017 01:28:00 AM,BUSH ST/BUCHANAN ST,San Francisco,94115,B04,38,3363,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Pacific Heights,POINT (-122.430168383127 37.787440824427),172520038-87
192910250,74,19125200,Medical Incident,2019-10-18,2019-10-17,10/18/2019 02:59:55 AM,10/18/2019 03:01:35 AM,10/18/2019 03:02:33 AM,10/18/2019 03:02:38 AM,10/18/2019 03:21:35 AM,null,null,Patient Declined Transport,10/18/2019 04:02:48 AM,19TH AV/HOLLOWAY AV,San Francisco,94132,B08,19,8751,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,7,Lakeshore,POINT (-122.47522195024196 37.7210572969552),192910250-74
192910254,94,19125201,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:06:00 AM,10/18/2019 03:08:33 AM,10/18/2019 03:09:19 AM,10/18/2019 03:09:23 AM,10/18/2019 03:18:43 AM,10/18/2019 03:19:37 AM,10/18/2019 03:24:58 AM,Patient Declined Transport,10/18/2019 03:59:05 AM,700 Block of MINNA ST,San Francisco,94103,B02,01,2318,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.41334620638372 37.77637456249944),192910254-94
192910258,67,19125202,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:08:43 AM,10/18/2019 03:11:11 AM,10/18/2019 03:14:49 AM,10/18/2019 03:15:03 AM,10/18/2019 03:38:49 AM,10/18/2019 03:43:31 AM,10/18/2019 03:47:10 AM,Code 2 Transport,10/18/2019 04:24:43 AM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,6,Tenderloin,POINT (-122.41890255760904 37.785942726545485),192910258-67
192910258,E03,19125202,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:08:43 AM,10/18/2019 03:11:11 AM,10/18/2019 03:11:41 AM,10/18/2019 03:13:44 AM,10/18/2019 03:15:54 AM,null,null,Code 2 Transport,10/18/2019 03:31:19 AM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,6,Tenderloin,POINT (-122.41890255760904 37.785942726545485),192910258-E03
192910263,86,19125203,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:13:39 AM,10/18/2019 03:16:42 AM,10/18/2019 03:17:15 AM,10/18/2019 03:17:45 AM,10/18/2019 03:22:27 AM,10/18/2019 03:42:45 AM,10/18/2019 04:09:38 AM,Code 2 Transport,10/18/2019 04:41:31 AM,800 Block of CLAY ST,San Francisco,94108,B01,13,1313,3,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Chinatown,POINT (-122.40772873881527 37.794138132305996),192910263-86
192910263,E13,19125203,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:13:39 AM,10/18/2019 03:16:42 AM,10/18/2019 03:17:15 AM,10/18/2019 03:19:26 AM,10/18/2019 03:23:01 AM,null,null,Code 2 Transport,10/18/2019 03:45:16 AM,800 Block of CLAY ST,San Francisco,94108,B01,13,1313,3,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Chinatown,POINT (-122.40772873881527 37.794138132305996),192910263-E13
192910269,E05,19125204,Alarms,2019-10-18,2019-10-17,10/18/2019 03:22:12 AM,10/18/2019 03:23:27 AM,10/18/2019 03:23:35 AM,10/18/2019 03:25:13 AM,10/18/2019 03:26:37 AM,null,null,Fire,10/18/2019 03:45:46 AM,1500 Block of EDDY ST,San Francisco,94115,B05,05,3624,3,3,3,true,Alarm,1,ENGINE,1,5,5,Western Addition,POINT (-122.43314009825595 37.78126935647308),192910269-E05
192910269,T05,19125204,Alarms,2019-10-18,2019-10-17,10/18/2019 03:22:12 AM,10/18/2019 03:23:27 AM,10/18/2019 03:23:35 AM,10/18/2019 03:25:00 AM,10/18/2019 03:26:44 AM,null,null,Fire,10/18/2019 03:46:34 AM,1500 Block of EDDY ST,San Francisco,94115,B05,05,3624,3,3,3,false,Alarm,1,TRUCK,2,5,5,Western Addition,POINT (-122.43314009825595 37.78126935647308),192910269-T05
192910283,AM124,19125205,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:33:04 AM,10/18/2019 03:34:01 AM,10/18/2019 03:34:15 AM,10/18/2019 03:34:46 AM,10/18/2019 03:43:44 AM,10/18/2019 03:58:07 AM,10/18/2019 04:08:17 AM,Code 2 Transport,10/18/2019 04:32:37 AM,1000 Block of LE CONTE AVE,San Francisco,94124,B10,17,6575,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,POINT (-122.39800417733983 37.71903317873177),192910283-AM124
192910283,E44,19125205,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:33:04 AM,10/18/2019 03:34:01 AM,10/18/2019 03:34:15 AM,10/18/2019 03:36:58 AM,10/18/2019 03:42:56 AM,null,null,Code 2 Transport,10/18/2019 03:53:31 AM,1000 Block of LE CONTE AVE,San Francisco,94124,B10,17,6575,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.39800417733983 37.71903317873177),192910283-E44
192910288,72,19125206,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:40:04 AM,10/18/2019 03:40:04 AM,10/18/2019 03:40:17 AM,10/18/2019 03:40:22 AM,10/18/2019 03:54:20 AM,10/18/2019 04:16:56 AM,10/18/2019 04:42:55 AM,Code 2 Transport,10/18/2019 04:57:22 AM,17TH AV/LINCOLN WY,San Francisco,94122,B08,22,7367,A,2,2,true,Non Life-threatening,1,MEDIC,1,7,5,Golden Gate Park,POINT (-122.475118560519 37.76554442431108),192910288-72
192910289,54,19125207,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:42:00 AM,10/18/2019 03:42:00 AM,10/18/2019 03:42:21 AM,10/18/2019 03:43:30 AM,null,null,null,Patient Declined Transport,10/18/2019 03:45:30 AM,19TH AV/LINCOLN WY,San Francisco,94122,B08,22,7424,A,2,2,true,Non Life-threatening,1,MEDIC,2,7,4,Sunset/Parkside,POINT (-122.47730839348291 37.76544798662153),192910289-54
192910289,70,19125207,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:42:00 AM,10/18/2019 03:42:00 AM,10/18/2019 03:45:01 AM,10/18/2019 03:45:01 AM,10/18/2019 03:53:12 AM,null,null,Patient Declined Transport,10/18/2019 04:37:44 AM,19TH AV/LINCOLN WY,San Francisco,94122,B08,22,7424,A,2,2,true,Non Life-threatening,1,MEDIC,1,7,4,Sunset/Parkside,POINT (-122.47730839348291 37.76544798662153),192910289-70
192910294,76,19125208,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:44:50 AM,10/18/2019 03:46:56 AM,10/18/2019 03:47:07 AM,10/18/2019 03:47:14 AM,10/18/2019 03:53:58 AM,null,null,No Merit,10/18/2019 03:56:57 AM,400 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1644,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,POINT (-122.41796607229026 37.781287399915904),192910294-76
192910294,E03,19125208,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:44:50 AM,10/18/2019 03:46:56 AM,10/18/2019 03:47:07 AM,10/18/2019 03:48:46 AM,10/18/2019 03:56:40 AM,null,null,No Merit,10/18/2019 03:56:46 AM,400 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1644,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,POINT (-122.41796607229026 37.781287399915904),192910294-E03
192910300,B04,19125209,Alarms,2019-10-18,2019-10-17,10/18/2019 03:51:44 AM,10/18/2019 03:53:10 AM,10/18/2019 03:53:17 AM,10/18/2019 03:54:42 AM,10/18/2019 03:58:14 AM,null,null,Fire,10/18/2019 04:03:36 AM,1200 Block of GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,3,3,3,false,Alarm,1,CHIEF,3,5,5,Western Addition,POINT (-122.43108156843766 37.77961923897577),192910300-B04
192910300,E05,19125209,Alarms,2019-10-18,2019-10-17,10/18/2019 03:51:44 AM,10/18/2019 03:53:10 AM,10/18/2019 03:53:17 AM,10/18/2019 03:54:41 AM,10/18/2019 03:55:11 AM,null,null,Fire,10/18/2019 04:03:36 AM,1200 Block of GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,3,3,3,true,Alarm,1,ENGINE,1,5,5,Western Addition,POINT (-122.43108156843766 37.77961923897577),192910300-E05
192910300,T05,19125209,Alarms,2019-10-18,2019-10-17,10/18/2019 03:51:44 AM,10/18/2019 03:53:10 AM,10/18/2019 03:53:17 AM,10/18/2019 03:53:54 AM,10/18/2019 03:55:26 AM,null,null,Fire,10/18/2019 04:03:36 AM,1200 Block of GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,3,3,3,false,Alarm,1,TRUCK,2,5,5,Western Addition,POINT (-122.43108156843766 37.77961923897577),192910300-T05
192910304,76,19125210,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:54:26 AM,10/18/2019 03:56:57 AM,10/18/2019 03:58:28 AM,10/18/2019 03:58:28 AM,10/18/2019 04:03:51 AM,10/18/2019 04:04:48 AM,10/18/2019 04:22:24 AM,Code 2 Transport,10/18/2019 04:44:36 AM,2100 Block of MARKET ST,San Francisco,94114,B02,06,5213,2,2,2,false,Non Life-threatening,1,MEDIC,1,2,8,Castro/Upper Market,POINT (-122.42999958994149 37.76684556918481),192910304-76
152952509,AP,15113425,Other,2015-10-22,2015-10-22,10/22/2015 04:19:29 PM,10/22/2015 04:19:29 PM,10/22/2015 04:19:29 PM,10/22/2015 04:19:29 PM,10/22/2015 04:19:29 PM,null,null,Fire,10/22/2015 04:19:29 PM,SFO,null,null,B99,null,null,3,3,3,false,Alarm,1,AIRPORT,1,None,None,None,POINT (-122.384094238098 37.616882323925),152952509-AP
192910304,78,19125210,Medical Incident,2019-10-18,2019-10-17,10/18/2019 03:54:26 AM,10/18/2019 03:56:57 AM,10/18/2019 03:57:37 AM,10/18/2019 03:57:43 AM,null,null,null,Code 2 Transport,10/18/2019 03:58:28 AM,2100 Block of MARKET ST,San Francisco,94114,B02,06,5213,2,2,2,false,Non Life-threatening,1,MEDIC,2,2,8,Castro/Upper Market,POINT (-122.42999958994149 37.76684556918481),192910304-78
192910316,73,19125211,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:12:23 AM,10/18/2019 04:16:40 AM,10/18/2019 04:17:10 AM,10/18/2019 04:17:17 AM,10/18/2019 04:29:27 AM,null,null,Patient Declined Transport,10/18/2019 05:09:48 AM,500 Block of LAIDLEY ST,San Francisco,94131,B06,26,8111,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,8,Glen Park,POINT (-122.43166847402206 37.73559072040759),192910316-73
192910318,87,19125212,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:17:01 AM,10/18/2019 04:19:03 AM,10/18/2019 04:19:56 AM,10/18/2019 04:20:42 AM,10/18/2019 04:34:24 AM,10/18/2019 04:50:07 AM,10/18/2019 04:57:52 AM,Code 2 Transport,10/18/2019 05:32:32 AM,0 Block of 9TH ST,San Francisco,94103,B02,36,2337,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.41506488766639 37.77643540632464),192910318-87
192910322,54,19125213,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:19:45 AM,10/18/2019 04:19:45 AM,10/18/2019 04:20:23 AM,10/18/2019 04:20:40 AM,10/18/2019 04:29:28 AM,10/18/2019 04:35:23 AM,10/18/2019 04:45:09 AM,Code 2 Transport,10/18/2019 04:59:38 AM,600 Block of VALENCIA ST,San Francisco,94110,B02,07,5247,I,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Mission,POINT (-122.42174765046308 37.762743660114744),192910322-54
192910333,58,19125214,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:33:06 AM,10/18/2019 04:36:09 AM,10/18/2019 04:36:43 AM,10/18/2019 04:36:52 AM,null,null,null,Cancelled,10/18/2019 04:41:29 AM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2317,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,POINT (-122.41354254868111 37.77953108466273),192910333-58
192910333,E36,19125214,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:33:06 AM,10/18/2019 04:36:09 AM,10/18/2019 04:36:43 AM,10/18/2019 04:39:21 AM,null,null,null,Cancelled,10/18/2019 04:41:32 AM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2317,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,POINT (-122.41354254868111 37.77953108466273),192910333-E36
192910362,78,19125215,Medical Incident,2019-10-18,2019-10-17,10/18/2019 05:02:15 AM,10/18/2019 05:03:23 AM,10/18/2019 05:03:51 AM,10/18/2019 05:03:59 AM,10/18/2019 05:13:37 AM,10/18/2019 05:33:54 AM,10/18/2019 05:43:19 AM,Code 3 Transport,10/18/2019 06:00:46 AM,600 Block of 15TH AVE,San Francisco,94118,B07,31,7155,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Outer Richmond,POINT (-122.47356146571279 37.77586340163911),192910362-78
192910362,E31,19125215,Medical Incident,2019-10-18,2019-10-17,10/18/2019 05:02:15 AM,10/18/2019 05:03:23 AM,10/18/2019 05:03:51 AM,10/18/2019 05:05:47 AM,10/18/2019 05:08:11 AM,null,null,Code 3 Transport,10/18/2019 05:20:32 AM,600 Block of 15TH AVE,San Francisco,94118,B07,31,7155,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,POINT (-122.47356146571279 37.77586340163911),192910362-E31
192910365,E07,19125216,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:57:05 AM,10/18/2019 05:05:33 AM,10/18/2019 05:06:11 AM,10/18/2019 05:07:48 AM,10/18/2019 05:09:38 AM,null,null,SFPD,10/18/2019 05:12:03 AM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,3,2,2,true,Non Life-threatening,1,ENGINE,1,2,9,Mission,POINT (-122.41966897386114 37.765051338194475),192910365-E07
192910365,KM03,19125216,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:57:05 AM,10/18/2019 05:05:33 AM,10/18/2019 05:07:49 AM,10/18/2019 05:07:49 AM,10/18/2019 05:10:40 AM,null,null,SFPD,10/18/2019 05:14:01 AM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,3,2,2,false,Non Life-threatening,1,PRIVATE,2,2,9,Mission,POINT (-122.41966897386114 37.765051338194475),192910365-KM03
192910365,KM07,19125216,Medical Incident,2019-10-18,2019-10-17,10/18/2019 04:57:05 AM,10/18/2019 05:05:33 AM,10/18/2019 05:06:11 AM,10/18/2019 05:07:11 AM,null,null,null,SFPD,10/18/2019 05:07:49 AM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,3,2,2,false,Non Life-threatening,1,PRIVATE,3,2,9,Mission,POINT (-122.41966897386114 37.765051338194475),192910365-KM07
